DocID,TokenID,Token,Tag
S2212667812000536,S2212667812000536-32,aiming,O
S2212667812000536,S2212667812000536-33,to,O
S2212667812000536,S2212667812000536-34,improve,B
S2212667812000536,S2212667812000536-35,the,I
S2212667812000536,S2212667812000536-36,software,I
S2212667812000536,S2212667812000536-37,development,I
S2212667812000536,S2212667812000536-38,capabilities,I
S2212667812000536,S2212667812000536-39,and,I
S2212667812000536,S2212667812000536-40,innovation,I
S2212667812000536,S2212667812000536-41,sense,I
S2212667812000536,S2212667812000536-42,of,I
S2212667812000536,S2212667812000536-43,students,L
S2212667812000536,S2212667812000536-44,.,O
S2212667812000536,S2212667812000536-45,This,O
S2212667812000536,S2212667812000536-46,system,O
S2212667812000536,S2212667812000536-47,can,O
S2212667812000536,S2212667812000536-48,effectively,O
S2212667812000536,S2212667812000536-49,improve,O
S2212667812000536,S2212667812000536-50,students,O
S2212667812000536,S2212667812000536-51,the,O
S2212667812000536,S2212667812000536-52,interest,O
S2212667812000536,S2212667812000536-53,of,O
S2212667812000536,S2212667812000536-54,software,B
S2212667812000536,S2212667812000536-55,development,L
S2212667812000536,S2212667812000536-56,and,O
S2212667812000536,S2212667812000536-57,the,O
S2212667812000536,S2212667812000536-58,practical,B
S2212667812000536,S2212667812000536-59,skills,L
S2212667812000536,S2212667812000536-60,and,O
S2212667812000536,S2212667812000536-61,sense,O
S2212667812000536,S2212667812000536-62,of,O
S2212667812000536,S2212667812000536-63,innovation,O
S2212667812000536,S2212667812000536-64,",",O
S2212667812000536,S2212667812000536-65,laying,O
S2212667812000536,S2212667812000536-66,a,O
S2212667812000536,S2212667812000536-67,solid,O
S2212667812000536,S2212667812000536-68,foundation,O
S2212667812000536,S2212667812000536-69,for,O
S2212667812000536,S2212667812000536-70,student,O
S2212667812000536,S2212667812000536-71,after,O
S2212667812000536,S2212667812000536-72,graduation,O
S2212667812000536,S2212667812000536-73,to,O
S2212667812000536,S2212667812000536-74,rapidly,O
S2212667812000536,S2212667812000536-75,integrate,O
S2212667812000536,S2212667812000536-76,into,O
S2212667812000536,S2212667812000536-77,the,O
S2212667812000536,S2212667812000536-78,software,B
S2212667812000536,S2212667812000536-79,development,I
S2212667812000536,S2212667812000536-80,process,L
S2212667812000536,S2212667812000536-81,",",O
S2212667812000536,S2212667812000536-82,meeting,O
S2212667812000536,S2212667812000536-83,the,O
S2212667812000536,S2212667812000536-84,needs,O
S2212667812000536,S2212667812000536-85,of,O
S2212667812000536,S2212667812000536-86,software,B
S2212667812000536,S2212667812000536-87,industry,L
S2212667812000536,S2212667812000536-88,.,O
S0370269304009335,S0370269304009335-0,In,O
S0370269304009335,S0370269304009335-1,these,O
S0370269304009335,S0370269304009335-2,frameworks,O
S0370269304009335,S0370269304009335-3,",",O
S0370269304009335,S0370269304009335-4,however,O
S0370269304009335,S0370269304009335-5,",",O
S0370269304009335,S0370269304009335-6,the,O
S0370269304009335,S0370269304009335-7,physical,B
S0370269304009335,S0370269304009335-8,spacetime,I
S0370269304009335,S0370269304009335-9,dimension,L
S0370269304009335,S0370269304009335-10,is,O
S0370269304009335,S0370269304009335-11,an,O
S0370269304009335,S0370269304009335-12,input,O
S0370269304009335,S0370269304009335-13,rather,O
S0370269304009335,S0370269304009335-14,than,O
S0370269304009335,S0370269304009335-15,a,O
S0370269304009335,S0370269304009335-16,prediction,B
S0370269304009335,S0370269304009335-17,of,I
S0370269304009335,S0370269304009335-18,the,I
S0370269304009335,S0370269304009335-19,theory,L
S0370269304009335,S0370269304009335-20,.,O
S0370269304009335,S0370269304009335-21,In,O
S0370269304009335,S0370269304009335-22,fact,O
S0370269304009335,S0370269304009335-23,",",O
S0370269304009335,S0370269304009335-24,in,O
S0370269304009335,S0370269304009335-25,standard,B
S0370269304009335,S0370269304009335-26,theories,L
S0370269304009335,S0370269304009335-27,whose,O
S0370269304009335,S0370269304009335-28,gravitational,O
S0370269304009335,S0370269304009335-29,sector,O
S0370269304009335,S0370269304009335-30,is,O
S0370269304009335,S0370269304009335-31,described,O
S0370269304009335,S0370269304009335-32,by,O
S0370269304009335,S0370269304009335-33,the,O
S0370269304009335,S0370269304009335-34,Einstein–Hilbert,B
S0370269304009335,S0370269304009335-35,action,L
S0370269304009335,S0370269304009335-36,",",O
S0370269304009335,S0370269304009335-37,there,O
S0370269304009335,S0370269304009335-38,is,O
S0370269304009335,S0370269304009335-39,no,O
S0370269304009335,S0370269304009335-40,obstruction,O
S0370269304009335,S0370269304009335-41,to,O
S0370269304009335,S0370269304009335-42,perform,O
S0370269304009335,S0370269304009335-43,dimensional,B
S0370269304009335,S0370269304009335-44,reductions,L
S0370269304009335,S0370269304009335-45,to,O
S0370269304009335,S0370269304009335-46,spacetimes,O
S0370269304009335,S0370269304009335-47,of,O
S0370269304009335,S0370269304009335-48,dimensions,O
S0370269304009335,S0370269304009335-49,d≠4,O
S0370269304009335,S0370269304009335-50,.,O
S0370269304009335,S0370269304009335-51,Then,O
S0370269304009335,S0370269304009335-52,the,O
S0370269304009335,S0370269304009335-53,question,O
S0370269304009335,S0370269304009335-54,arises,O
S0370269304009335,S0370269304009335-55,",",O
S0370269304009335,S0370269304009335-56,since,O
S0370269304009335,S0370269304009335-57,eleven-dimensional,O
S0370269304009335,S0370269304009335-58,Minkowski,B
S0370269304009335,S0370269304009335-59,space,L
S0370269304009335,S0370269304009335-60,is,O
S0370269304009335,S0370269304009335-61,a,O
S0370269304009335,S0370269304009335-62,maximally,O
S0370269304009335,S0370269304009335-63,(,B
S0370269304009335,S0370269304009335-64,super,I
S0370269304009335,S0370269304009335-65,),I
S0370269304009335,S0370269304009335-66,symmetric,I
S0370269304009335,S0370269304009335-67,state,L
S0370269304009335,S0370269304009335-68,",",O
S0370269304009335,S0370269304009335-69,and,O
S0370269304009335,S0370269304009335-70,the,O
S0370269304009335,S0370269304009335-71,theory,O
S0370269304009335,S0370269304009335-72,is,O
S0370269304009335,S0370269304009335-73,well-behaved,O
S0370269304009335,S0370269304009335-74,around,O
S0370269304009335,S0370269304009335-75,it,O
S0370269304009335,S0370269304009335-76,",",O
S0370269304009335,S0370269304009335-77,why,O
S0370269304009335,S0370269304009335-78,the,O
S0370269304009335,S0370269304009335-79,theory,O
S0370269304009335,S0370269304009335-80,does,O
S0370269304009335,S0370269304009335-81,not,O
S0370269304009335,S0370269304009335-82,select,B
S0370269304009335,S0370269304009335-83,this,I
S0370269304009335,S0370269304009335-84,configuration,L
S0370269304009335,S0370269304009335-85,as,O
S0370269304009335,S0370269304009335-86,the,O
S0370269304009335,S0370269304009335-87,vacuum,O
S0370269304009335,S0370269304009335-88,",",O
S0370269304009335,S0370269304009335-89,but,O
S0370269304009335,S0370269304009335-90,instead,O
S0370269304009335,S0370269304009335-91,",",O
S0370269304009335,S0370269304009335-92,it,O
S0370269304009335,S0370269304009335-93,chooses,O
S0370269304009335,S0370269304009335-94,a,O
S0370269304009335,S0370269304009335-95,particular,O
S0370269304009335,S0370269304009335-96,compactified,B
S0370269304009335,S0370269304009335-97,space,L
S0370269304009335,S0370269304009335-98,with,O
S0370269304009335,S0370269304009335-99,less,O
S0370269304009335,S0370269304009335-100,symmetry,O
S0370269304009335,S0370269304009335-101,.,O
S0370269304009335,S0370269304009335-102,An,O
S0370269304009335,S0370269304009335-103,ideal,O
S0370269304009335,S0370269304009335-104,situation,O
S0370269304009335,S0370269304009335-105,",",O
S0370269304009335,S0370269304009335-106,instead,O
S0370269304009335,S0370269304009335-107,",",O
S0370269304009335,S0370269304009335-108,would,O
S0370269304009335,S0370269304009335-109,be,O
S0370269304009335,S0370269304009335-110,that,O
S0370269304009335,S0370269304009335-111,the,O
S0370269304009335,S0370269304009335-112,eleven-dimensional,B
S0370269304009335,S0370269304009335-113,theory,L
S0370269304009335,S0370269304009335-114,dynamically,O
S0370269304009335,S0370269304009335-115,predicted,O
S0370269304009335,S0370269304009335-116,a,O
S0370269304009335,S0370269304009335-117,low,B
S0370269304009335,S0370269304009335-118,energy,I
S0370269304009335,S0370269304009335-119,regime,L
S0370269304009335,S0370269304009335-120,which,O
S0370269304009335,S0370269304009335-121,could,O
S0370269304009335,S0370269304009335-122,only,O
S0370269304009335,S0370269304009335-123,be,O
S0370269304009335,S0370269304009335-124,a,O
S0370269304009335,S0370269304009335-125,four-dimensional,B
S0370269304009335,S0370269304009335-126,effective,I
S0370269304009335,S0370269304009335-127,theory,L
S0370269304009335,S0370269304009335-128,.,O
S0370269304009335,S0370269304009335-129,In,O
S0370269304009335,S0370269304009335-130,such,O
S0370269304009335,S0370269304009335-131,a,O
S0370269304009335,S0370269304009335-132,scenario,O
S0370269304009335,S0370269304009335-133,",",O
S0370269304009335,S0370269304009335-134,a,O
S0370269304009335,S0370269304009335-135,background,B
S0370269304009335,S0370269304009335-136,solution,L
S0370269304009335,S0370269304009335-137,with,O
S0370269304009335,S0370269304009335-138,an,O
S0370269304009335,S0370269304009335-139,effective,B
S0370269304009335,S0370269304009335-140,spacetime,I
S0370269304009335,S0370269304009335-141,dimension,L
S0370269304009335,S0370269304009335-142,d,B
S0370269304009335,S0370269304009335-143,>,I
S0370269304009335,S0370269304009335-144,4,L
S0370269304009335,S0370269304009335-145,should,O
S0370269304009335,S0370269304009335-146,be,O
S0370269304009335,S0370269304009335-147,expected,O
S0370269304009335,S0370269304009335-148,to,O
S0370269304009335,S0370269304009335-149,be,O
S0370269304009335,S0370269304009335-150,a,O
S0370269304009335,S0370269304009335-151,false,B
S0370269304009335,S0370269304009335-152,vacuum,L
S0370269304009335,S0370269304009335-153,where,O
S0370269304009335,S0370269304009335-154,the,O
S0370269304009335,S0370269304009335-155,propagators,B
S0370269304009335,S0370269304009335-156,for,I
S0370269304009335,S0370269304009335-157,the,I
S0370269304009335,S0370269304009335-158,dynamical,I
S0370269304009335,S0370269304009335-159,fields,L
S0370269304009335,S0370269304009335-160,are,O
S0370269304009335,S0370269304009335-161,ill-defined,O
S0370269304009335,S0370269304009335-162,",",O
S0370269304009335,S0370269304009335-163,lest,O
S0370269304009335,S0370269304009335-164,a,O
S0370269304009335,S0370269304009335-165,low,B
S0370269304009335,S0370269304009335-166,energy,I
S0370269304009335,S0370269304009335-167,effective,I
S0370269304009335,S0370269304009335-168,theory,L
S0370269304009335,S0370269304009335-169,could,O
S0370269304009335,S0370269304009335-170,exist,O
S0370269304009335,S0370269304009335-171,in,O
S0370269304009335,S0370269304009335-172,dimensions,O
S0370269304009335,S0370269304009335-173,higher,O
S0370269304009335,S0370269304009335-174,than,O
S0370269304009335,S0370269304009335-175,four,O
S0370269304009335,S0370269304009335-176,.,O
S0370269304009657,S0370269304009657-0,In,O
S0370269304009657,S0370269304009657-1,this,O
S0370269304009657,S0370269304009657-2,Letter,O
S0370269304009657,S0370269304009657-3,",",O
S0370269304009657,S0370269304009657-4,we,O
S0370269304009657,S0370269304009657-5,present,O
S0370269304009657,S0370269304009657-6,results,O
S0370269304009657,S0370269304009657-7,of,O
S0370269304009657,S0370269304009657-8,a,O
S0370269304009657,S0370269304009657-9,relativistic,B
S0370269304009657,S0370269304009657-10,calculation,I
S0370269304009657,S0370269304009657-11,of,I
S0370269304009657,S0370269304009657-12,decay,I
S0370269304009657,S0370269304009657-13,constants,L
S0370269304009657,S0370269304009657-14,in,O
S0370269304009657,S0370269304009657-15,the,O
S0370269304009657,S0370269304009657-16,framework,B
S0370269304009657,S0370269304009657-17,of,I
S0370269304009657,S0370269304009657-18,full,I
S0370269304009657,S0370269304009657-19,Salpeter,I
S0370269304009657,S0370269304009657-20,equation,L
S0370269304009657,S0370269304009657-21,.,O
S0370269304009657,S0370269304009657-22,The,O
S0370269304009657,S0370269304009657-23,full,O
S0370269304009657,S0370269304009657-24,Salpeter,B
S0370269304009657,S0370269304009657-25,equation,L
S0370269304009657,S0370269304009657-26,is,O
S0370269304009657,S0370269304009657-27,a,O
S0370269304009657,S0370269304009657-28,relativistic,B
S0370269304009657,S0370269304009657-29,equation,L
S0370269304009657,S0370269304009657-30,describing,O
S0370269304009657,S0370269304009657-31,a,O
S0370269304009657,S0370269304009657-32,bound,O
S0370269304009657,S0370269304009657-33,state,O
S0370269304009657,S0370269304009657-34,.,O
S0370269304009657,S0370269304009657-35,Since,O
S0370269304009657,S0370269304009657-36,this,O
S0370269304009657,S0370269304009657-37,method,O
S0370269304009657,S0370269304009657-38,has,O
S0370269304009657,S0370269304009657-39,a,O
S0370269304009657,S0370269304009657-40,very,O
S0370269304009657,S0370269304009657-41,solid,O
S0370269304009657,S0370269304009657-42,basis,O
S0370269304009657,S0370269304009657-43,in,O
S0370269304009657,S0370269304009657-44,quantum,B
S0370269304009657,S0370269304009657-45,field,I
S0370269304009657,S0370269304009657-46,theory,L
S0370269304009657,S0370269304009657-47,",",O
S0370269304009657,S0370269304009657-48,it,O
S0370269304009657,S0370269304009657-49,is,O
S0370269304009657,S0370269304009657-50,very,O
S0370269304009657,S0370269304009657-51,good,O
S0370269304009657,S0370269304009657-52,in,O
S0370269304009657,S0370269304009657-53,describing,B
S0370269304009657,S0370269304009657-54,a,I
S0370269304009657,S0370269304009657-55,bound,I
S0370269304009657,S0370269304009657-56,state,L
S0370269304009657,S0370269304009657-57,which,O
S0370269304009657,S0370269304009657-58,is,O
S0370269304009657,S0370269304009657-59,a,O
S0370269304009657,S0370269304009657-60,relativistic,B
S0370269304009657,S0370269304009657-61,system,L
S0370269304009657,S0370269304009657-62,.,O
S0370269304009657,S0370269304009657-63,In,O
S0370269304009657,S0370269304009657-64,a,O
S0370269304009657,S0370269304009657-65,previous,O
S0370269304009657,S0370269304009657-66,paper,O
S0370269304009657,S0370269304009657-67,[,O
S0370269304009657,S0370269304009657-68,16,O
S0370269304009657,S0370269304009657-69,],O
S0370269304009657,S0370269304009657-70,",",O
S0370269304009657,S0370269304009657-71,we,O
S0370269304009657,S0370269304009657-72,solved,B
S0370269304009657,S0370269304009657-73,the,I
S0370269304009657,S0370269304009657-74,instantaneous,I
S0370269304009657,S0370269304009657-75,Bethe–Salpeter,I
S0370269304009657,S0370269304009657-76,equation,L
S0370269304009657,S0370269304009657-77,[,O
S0370269304009657,S0370269304009657-78,17,O
S0370269304009657,S0370269304009657-79,],O
S0370269304009657,S0370269304009657-80,",",O
S0370269304009657,S0370269304009657-81,which,O
S0370269304009657,S0370269304009657-82,is,O
S0370269304009657,S0370269304009657-83,also,O
S0370269304009657,S0370269304009657-84,called,O
S0370269304009657,S0370269304009657-85,full,B
S0370269304009657,S0370269304009657-86,Salpeter,I
S0370269304009657,S0370269304009657-87,equation,L
S0370269304009657,S0370269304009657-88,[,O
S0370269304009657,S0370269304009657-89,18,O
S0370269304009657,S0370269304009657-90,],O
S0370269304009657,S0370269304009657-91,.,O
S0370269304009657,S0370269304009657-92,After,O
S0370269304009657,S0370269304009657-93,we,O
S0370269304009657,S0370269304009657-94,solved,B
S0370269304009657,S0370269304009657-95,the,I
S0370269304009657,S0370269304009657-96,full,I
S0370269304009657,S0370269304009657-97,Salpeter,I
S0370269304009657,S0370269304009657-98,equation,L
S0370269304009657,S0370269304009657-99,",",O
S0370269304009657,S0370269304009657-100,we,O
S0370269304009657,S0370269304009657-101,obtained,O
S0370269304009657,S0370269304009657-102,the,O
S0370269304009657,S0370269304009657-103,relativistic,B
S0370269304009657,S0370269304009657-104,wave,I
S0370269304009657,S0370269304009657-105,function,I
S0370269304009657,S0370269304009657-106,of,I
S0370269304009657,S0370269304009657-107,the,I
S0370269304009657,S0370269304009657-108,bound,I
S0370269304009657,S0370269304009657-109,state,L
S0370269304009657,S0370269304009657-110,.,O
S0370269304009657,S0370269304009657-111,We,O
S0370269304009657,S0370269304009657-112,used,O
S0370269304009657,S0370269304009657-113,this,O
S0370269304009657,S0370269304009657-114,wave,B
S0370269304009657,S0370269304009657-115,function,L
S0370269304009657,S0370269304009657-116,to,O
S0370269304009657,S0370269304009657-117,calculate,B
S0370269304009657,S0370269304009657-118,the,I
S0370269304009657,S0370269304009657-119,average,I
S0370269304009657,S0370269304009657-120,kinetic,I
S0370269304009657,S0370269304009657-121,energy,L
S0370269304009657,S0370269304009657-122,of,O
S0370269304009657,S0370269304009657-123,the,O
S0370269304009657,S0370269304009657-124,heavy,B
S0370269304009657,S0370269304009657-125,quark,L
S0370269304009657,S0370269304009657-126,inside,O
S0370269304009657,S0370269304009657-127,a,O
S0370269304009657,S0370269304009657-128,heavy,B
S0370269304009657,S0370269304009657-129,meson,L
S0370269304009657,S0370269304009657-130,in,O
S0370269304009657,S0370269304009657-131,0−,O
S0370269304009657,S0370269304009657-132,state,O
S0370269304009657,S0370269304009657-133,",",O
S0370269304009657,S0370269304009657-134,and,O
S0370269304009657,S0370269304009657-135,obtained,B
S0370269304009657,S0370269304009657-136,values,L
S0370269304009657,S0370269304009657-137,which,O
S0370269304009657,S0370269304009657-138,agree,O
S0370269304009657,S0370269304009657-139,very,O
S0370269304009657,S0370269304009657-140,well,O
S0370269304009657,S0370269304009657-141,with,O
S0370269304009657,S0370269304009657-142,recent,O
S0370269304009657,S0370269304009657-143,experiments,O
S0370269304009657,S0370269304009657-144,.,O
S0370269304009657,S0370269304009657-145,We,O
S0370269304009657,S0370269304009657-146,also,O
S0370269304009657,S0370269304009657-147,found,O
S0370269304009657,S0370269304009657-148,there,O
S0370269304009657,S0370269304009657-149,that,O
S0370269304009657,S0370269304009657-150,the,O
S0370269304009657,S0370269304009657-151,relativistic,B
S0370269304009657,S0370269304009657-152,corrections,I
S0370269304009657,S0370269304009657-153,are,I
S0370269304009657,S0370269304009657-154,quite,I
S0370269304009657,S0370269304009657-155,large,L
S0370269304009657,S0370269304009657-156,and,O
S0370269304009657,S0370269304009657-157,can,O
S0370269304009657,S0370269304009657-158,not,O
S0370269304009657,S0370269304009657-159,be,O
S0370269304009657,S0370269304009657-160,ignored,O
S0370269304009657,S0370269304009657-161,[,O
S0370269304009657,S0370269304009657-162,16,O
S0370269304009657,S0370269304009657-163,],O
S0370269304009657,S0370269304009657-164,.,O
S0370269304009657,S0370269304009657-165,In,O
S0370269304009657,S0370269304009657-166,this,O
S0370269304009657,S0370269304009657-167,Letter,O
S0370269304009657,S0370269304009657-168,we,O
S0370269304009657,S0370269304009657-169,use,B
S0370269304009657,S0370269304009657-170,this,I
S0370269304009657,S0370269304009657-171,method,L
S0370269304009657,S0370269304009657-172,to,O
S0370269304009657,S0370269304009657-173,predict,B
S0370269304009657,S0370269304009657-174,the,I
S0370269304009657,S0370269304009657-175,values,I
S0370269304009657,S0370269304009657-176,of,I
S0370269304009657,S0370269304009657-177,decay,I
S0370269304009657,S0370269304009657-178,constants,L
S0370269304009657,S0370269304009657-179,of,O
S0370269304009657,S0370269304009657-180,heavy,B
S0370269304009657,S0370269304009657-181,mesons,L
S0370269304009657,S0370269304009657-182,in,O
S0370269304009657,S0370269304009657-183,0−,O
S0370269304009657,S0370269304009657-184,state,O
S0370269304009657,S0370269304009657-185,.,O
S0370269304009189,S0370269304009189-0,The,O
S0370269304009189,S0370269304009189-1,spins,B
S0370269304009189,S0370269304009189-2,and,I
S0370269304009189,S0370269304009189-3,parities,I
S0370269304009189,S0370269304009189-4,of,I
S0370269304009189,S0370269304009189-5,Θ+,I
S0370269304009189,S0370269304009189-6,and,I
S0370269304009189,S0370269304009189-7,Ξ−−,L
S0370269304009189,S0370269304009189-8,are,O
S0370269304009189,S0370269304009189-9,not,O
S0370269304009189,S0370269304009189-10,yet,O
S0370269304009189,S0370269304009189-11,known,O
S0370269304009189,S0370269304009189-12,experimentally,O
S0370269304009189,S0370269304009189-13,.,O
S0370269304009189,S0370269304009189-14,In,O
S0370269304009189,S0370269304009189-15,this,O
S0370269304009189,S0370269304009189-16,new,B
S0370269304009189,S0370269304009189-17,wave,I
S0370269304009189,S0370269304009189-18,of,I
S0370269304009189,S0370269304009189-19,pentaquark,I
S0370269304009189,S0370269304009189-20,research,L
S0370269304009189,S0370269304009189-21,",",O
S0370269304009189,S0370269304009189-22,most,O
S0370269304009189,S0370269304009189-23,theoretical,O
S0370269304009189,S0370269304009189-24,papers,O
S0370269304009189,S0370269304009189-25,take,B
S0370269304009189,S0370269304009189-26,the,I
S0370269304009189,S0370269304009189-27,spin,I
S0370269304009189,S0370269304009189-28,equal,I
S0370269304009189,S0370269304009189-29,to,I
S0370269304009189,S0370269304009189-30,1/2,L
S0370269304009189,S0370269304009189-31,.,O
S0370269304009189,S0370269304009189-32,The,O
S0370269304009189,S0370269304009189-33,parity,O
S0370269304009189,S0370269304009189-34,is,O
S0370269304009189,S0370269304009189-35,more,O
S0370269304009189,S0370269304009189-36,controversial,O
S0370269304009189,S0370269304009189-37,.,O
S0370269304009189,S0370269304009189-38,In,O
S0370269304009189,S0370269304009189-39,chiral,B
S0370269304009189,S0370269304009189-40,soliton,L
S0370269304009189,S0370269304009189-41,or,O
S0370269304009189,S0370269304009189-42,Skyrme,B
S0370269304009189,S0370269304009189-43,models,L
S0370269304009189,S0370269304009189-44,the,O
S0370269304009189,S0370269304009189-45,parity,O
S0370269304009189,S0370269304009189-46,is,O
S0370269304009189,S0370269304009189-47,positive,O
S0370269304009189,S0370269304009189-48,[,O
S0370269304009189,S0370269304009189-49,4,O
S0370269304009189,S0370269304009189-50,],O
S0370269304009189,S0370269304009189-51,.,O
S0370269304009189,S0370269304009189-52,In,O
S0370269304009189,S0370269304009189-53,constituent,B
S0370269304009189,S0370269304009189-54,quark,I
S0370269304009189,S0370269304009189-55,models,L
S0370269304009189,S0370269304009189-56,it,O
S0370269304009189,S0370269304009189-57,is,O
S0370269304009189,S0370269304009189-58,usually,O
S0370269304009189,S0370269304009189-59,positive,O
S0370269304009189,S0370269304009189-60,.,O
S0370269304009189,S0370269304009189-61,In,O
S0370269304009189,S0370269304009189-62,the,O
S0370269304009189,S0370269304009189-63,present,O
S0370269304009189,S0370269304009189-64,approach,O
S0370269304009189,S0370269304009189-65,",",O
S0370269304009189,S0370269304009189-66,the,O
S0370269304009189,S0370269304009189-67,parity,B
S0370269304009189,S0370269304009189-68,of,I
S0370269304009189,S0370269304009189-69,the,I
S0370269304009189,S0370269304009189-70,pentaquark,L
S0370269304009189,S0370269304009189-71,is,O
S0370269304009189,S0370269304009189-72,given,O
S0370269304009189,S0370269304009189-73,by,O
S0370269304009189,S0370269304009189-74,P=,B
S0370269304009189,S0370269304009189-75,(,I
S0370269304009189,S0370269304009189-76,−,I
S0370269304009189,S0370269304009189-77,),I
S0370269304009189,S0370269304009189-78,ℓ+1,L
S0370269304009189,S0370269304009189-79,",",O
S0370269304009189,S0370269304009189-80,where,O
S0370269304009189,S0370269304009189-81,ℓ,U
S0370269304009189,S0370269304009189-82,is,O
S0370269304009189,S0370269304009189-83,the,O
S0370269304009189,S0370269304009189-84,angular,B
S0370269304009189,S0370269304009189-85,momentum,I
S0370269304009189,S0370269304009189-86,associated,I
S0370269304009189,S0370269304009189-87,with,I
S0370269304009189,S0370269304009189-88,the,I
S0370269304009189,S0370269304009189-89,relative,I
S0370269304009189,S0370269304009189-90,coordinates,I
S0370269304009189,S0370269304009189-91,of,I
S0370269304009189,S0370269304009189-92,the,I
S0370269304009189,S0370269304009189-93,q4,I
S0370269304009189,S0370269304009189-94,subsystem,L
S0370269304009189,S0370269304009189-95,.,O
S0370269304009189,S0370269304009189-96,We,O
S0370269304009189,S0370269304009189-97,analyze,O
S0370269304009189,S0370269304009189-98,the,O
S0370269304009189,S0370269304009189-99,case,O
S0370269304009189,S0370269304009189-100,where,O
S0370269304009189,S0370269304009189-101,the,O
S0370269304009189,S0370269304009189-102,subsystem,B
S0370269304009189,S0370269304009189-103,of,I
S0370269304009189,S0370269304009189-104,four,I
S0370269304009189,S0370269304009189-105,light,I
S0370269304009189,S0370269304009189-106,quarks,I
S0370269304009189,S0370269304009189-107,is,I
S0370269304009189,S0370269304009189-108,in,I
S0370269304009189,S0370269304009189-109,a,I
S0370269304009189,S0370269304009189-110,state,I
S0370269304009189,S0370269304009189-111,of,I
S0370269304009189,S0370269304009189-112,orbital,I
S0370269304009189,S0370269304009189-113,symmetry,L
S0370269304009189,S0370269304009189-114,[,O
S0370269304009189,S0370269304009189-115,31,O
S0370269304009189,S0370269304009189-116,],O
S0370269304009189,S0370269304009189-117,O,O
S0370269304009189,S0370269304009189-118,and,O
S0370269304009189,S0370269304009189-119,carries,O
S0370269304009189,S0370269304009189-120,an,O
S0370269304009189,S0370269304009189-121,angular,O
S0370269304009189,S0370269304009189-122,momentum,O
S0370269304009189,S0370269304009189-123,ℓ=1,O
S0370269304009189,S0370269304009189-124,.,O
S0370269304009189,S0370269304009189-125,Although,O
S0370269304009189,S0370269304009189-126,the,O
S0370269304009189,S0370269304009189-127,kinetic,B
S0370269304009189,S0370269304009189-128,energy,L
S0370269304009189,S0370269304009189-129,of,O
S0370269304009189,S0370269304009189-130,such,O
S0370269304009189,S0370269304009189-131,a,O
S0370269304009189,S0370269304009189-132,state,O
S0370269304009189,S0370269304009189-133,is,O
S0370269304009189,S0370269304009189-134,higher,O
S0370269304009189,S0370269304009189-135,than,O
S0370269304009189,S0370269304009189-136,that,O
S0370269304009189,S0370269304009189-137,of,O
S0370269304009189,S0370269304009189-138,the,O
S0370269304009189,S0370269304009189-139,totally,B
S0370269304009189,S0370269304009189-140,symmetric,I
S0370269304009189,S0370269304009189-141,[,I
S0370269304009189,S0370269304009189-142,4,I
S0370269304009189,S0370269304009189-143,],I
S0370269304009189,S0370269304009189-144,O,I
S0370269304009189,S0370269304009189-145,state,L
S0370269304009189,S0370269304009189-146,",",O
S0370269304009189,S0370269304009189-147,the,O
S0370269304009189,S0370269304009189-148,[,O
S0370269304009189,S0370269304009189-149,31,O
S0370269304009189,S0370269304009189-150,],O
S0370269304009189,S0370269304009189-151,O,B
S0370269304009189,S0370269304009189-152,symmetry,L
S0370269304009189,S0370269304009189-153,is,O
S0370269304009189,S0370269304009189-154,the,O
S0370269304009189,S0370269304009189-155,most,O
S0370269304009189,S0370269304009189-156,favourable,O
S0370269304009189,S0370269304009189-157,both,O
S0370269304009189,S0370269304009189-158,for,O
S0370269304009189,S0370269304009189-159,the,O
S0370269304009189,S0370269304009189-160,flavour–spin,B
S0370269304009189,S0370269304009189-161,interaction,L
S0370269304009189,S0370269304009189-162,[,O
S0370269304009189,S0370269304009189-163,12,O
S0370269304009189,S0370269304009189-164,],O
S0370269304009189,S0370269304009189-165,and,O
S0370269304009189,S0370269304009189-166,the,O
S0370269304009189,S0370269304009189-167,colour–spin,B
S0370269304009189,S0370269304009189-168,interaction,L
S0370269304009189,S0370269304009189-169,[,O
S0370269304009189,S0370269304009189-170,13,O
S0370269304009189,S0370269304009189-171,],O
S0370269304009189,S0370269304009189-172,.,O
S0370269304009189,S0370269304009189-173,In,O
S0370269304009189,S0370269304009189-174,the,O
S0370269304009189,S0370269304009189-175,first,O
S0370269304009189,S0370269304009189-176,case,O
S0370269304009189,S0370269304009189-177,the,O
S0370269304009189,S0370269304009189-178,statement,O
S0370269304009189,S0370269304009189-179,is,O
S0370269304009189,S0370269304009189-180,confirmed,O
S0370269304009189,S0370269304009189-181,by,O
S0370269304009189,S0370269304009189-182,the,O
S0370269304009189,S0370269304009189-183,comparison,B
S0370269304009189,S0370269304009189-184,between,I
S0370269304009189,S0370269304009189-185,the,I
S0370269304009189,S0370269304009189-186,realistic,I
S0370269304009189,S0370269304009189-187,calculations,I
S0370269304009189,S0370269304009189-188,for,I
S0370269304009189,S0370269304009189-189,positive,I
S0370269304009189,S0370269304009189-190,parity,I
S0370269304009189,S0370269304009189-191,[,I
S0370269304009189,S0370269304009189-192,12,I
S0370269304009189,S0370269304009189-193,],I
S0370269304009189,S0370269304009189-194,and,I
S0370269304009189,S0370269304009189-195,negative,I
